pair_id,src_ip,dst_ip,flow_count,beacon_confidence,duration_std,uncommon_port_hits,avg_total_bytes,off_hour_connections,priority_score
10.0.3.96→52.75.205.84,10.0.3.96,52.75.205.84,3,0.0,2.7223,1,210972.33,1,3
192.168.1.246→52.169.198.16,192.168.1.246,52.169.198.16,9,0.0,1.0651,7,157645.89,1,3
10.0.3.97→52.10.55.130,10.0.3.97,52.10.55.130,5,0.0,3.296,4,272756.0,1,3
192.168.1.246→52.96.85.229,192.168.1.246,52.96.85.229,3,0.0,0.8192,2,100032.67,3,3
192.168.1.247→52.163.173.65,192.168.1.247,52.163.173.65,4,0.0,42.9039,3,85982.25,1,3
192.168.1.23→52.95.236.200,192.168.1.23,52.95.236.200,7,0.0,2.4638,5,147904.57,2,3
192.168.1.230→52.139.72.252,192.168.1.230,52.139.72.252,11,0.0,5.2355,5,34916.55,7,3
192.168.1.230→52.204.28.79,192.168.1.230,52.204.28.79,10,0.0,11.4389,8,64930.8,7,3
10.0.3.97→52.185.82.221,10.0.3.97,52.185.82.221,3,0.0,0.1986,2,5156.0,1,3
192.168.1.230→52.64.251.121,192.168.1.230,52.64.251.121,8,0.0,2.9099,5,69269.0,4,3
192.168.1.231→52.177.52.176,192.168.1.231,52.177.52.176,8,0.0,15.4929,6,39045.5,2,3
10.0.2.176→52.68.177.170,10.0.2.176,52.68.177.170,3,0.0,1.6258,3,174666.67,3,3
10.0.2.132→52.158.10.202,10.0.2.132,52.158.10.202,3,0.0,0.3773,2,6842.33,2,3
10.0.2.132→52.18.241.144,10.0.2.132,52.18.241.144,12,0.0,3.0169,10,145603.17,2,3
10.0.2.132→52.224.115.122,10.0.2.132,52.224.115.122,3,0.0,10.7308,2,70262.67,1,3
10.0.2.132→52.57.181.115,10.0.2.132,52.57.181.115,9,0.0,2.0617,5,186606.56,2,3
10.0.2.132→52.96.85.229,10.0.2.132,52.96.85.229,11,0.0,5.8148,6,42494.64,1,3
10.0.2.133→52.1.72.72,10.0.2.133,52.1.72.72,3,0.0,0.4061,2,24034.67,2,3
10.0.3.97→52.192.87.108,10.0.3.97,52.192.87.108,6,0.0,2.5163,5,137488.67,4,3
192.168.1.245→52.210.80.58,192.168.1.245,52.210.80.58,4,0.0,11.6216,2,87788.25,2,3
192.168.1.231→52.94.168.172,192.168.1.231,52.94.168.172,12,0.0,1.5236,5,43831.58,3,3
10.0.2.177→52.208.131.213,10.0.2.177,52.208.131.213,7,0.0,18.7754,4,155159.43,5,3
10.0.2.177→52.71.3.212,10.0.2.177,52.71.3.212,7,0.0,13.1652,3,113484.43,2,3
10.0.2.177→52.82.59.7,10.0.2.177,52.82.59.7,3,0.0,0.2517,2,12685.67,2,3
10.0.2.175→52.147.198.242,10.0.2.175,52.147.198.242,8,0.0,74.6076,4,114858.5,3,3
10.0.2.175→52.186.186.152,10.0.2.175,52.186.186.152,8,0.0,59.3372,6,98258.0,1,3
10.0.2.175→52.241.123.10,10.0.2.175,52.241.123.10,3,0.0,0.2446,1,4814.67,3,3
10.0.2.175→52.34.104.238,10.0.2.175,52.34.104.238,12,0.0,4.7111,7,35307.25,3,3
192.168.1.233→52.153.75.156,192.168.1.233,52.153.75.156,6,0.0,12.8267,3,87039.67,1,3
192.168.1.233→52.154.51.29,192.168.1.233,52.154.51.29,3,0.0,2.4151,2,62352.67,2,3
192.168.1.233→52.32.188.192,192.168.1.233,52.32.188.192,3,0.0,0.1273,3,59003.0,0,3
192.168.1.233→52.57.86.157,192.168.1.233,52.57.86.157,8,0.0,6.7149,5,104263.38,2,3
10.0.2.137→52.155.94.39,10.0.2.137,52.155.94.39,5,0.0,5.8376,3,42662.6,2,3
10.0.2.137→52.3.1.64,10.0.2.137,52.3.1.64,12,0.0,2.9591,8,79228.75,8,3
10.0.2.134→52.34.104.238,10.0.2.134,52.34.104.238,5,0.0,0.6711,2,69892.6,1,3
10.0.2.134→52.67.61.32,10.0.2.134,52.67.61.32,3,0.0,0.3104,2,151576.0,0,3
10.0.2.135→52.129.71.22,10.0.2.135,52.129.71.22,10,0.0,7.2274,6,78174.9,7,3
10.0.2.135→52.146.84.103,10.0.2.135,52.146.84.103,3,0.0,0.0675,3,10562.33,2,3
10.0.2.135→52.176.94.211,10.0.2.135,52.176.94.211,6,0.0,29.7283,3,57689.33,4,3
10.0.2.171→52.201.72.99,10.0.2.171,52.201.72.99,4,0.0,0.9957,4,104284.0,2,3
10.0.2.176→52.18.241.144,10.0.2.176,52.18.241.144,3,0.0,0.0937,3,43980.0,1,3
10.0.2.176→52.235.58.175,10.0.2.176,52.235.58.175,9,0.0,0.7992,4,74605.89,3,3
10.0.2.173→52.125.177.168,10.0.2.173,52.125.177.168,10,0.004,15.1097,6,207242.9,4,3
10.0.2.130→52.94.10.111,10.0.2.130,52.94.10.111,3,0.0,2.2855,3,87680.33,1,3
10.0.2.168→52.196.32.13,10.0.2.168,52.196.32.13,8,0.0,11.0591,8,255829.25,4,3
10.0.2.168→52.204.28.79,10.0.2.168,52.204.28.79,9,0.0,1.3452,7,29279.89,5,3
10.0.2.168→52.252.240.238,10.0.2.168,52.252.240.238,9,0.0,2.7015,7,56187.89,1,3
10.0.2.168→52.43.33.26,10.0.2.168,52.43.33.26,3,0.0,0.0378,2,64073.0,0,3
10.0.2.131→52.57.86.157,10.0.2.131,52.57.86.157,3,0.0,4.3905,2,92980.33,2,3
192.168.1.243→52.31.1.167,192.168.1.243,52.31.1.167,9,0.0,26.9263,4,278970.78,5,3
192.168.1.243→52.5.206.13,192.168.1.243,52.5.206.13,10,0.059,2.5509,6,56504.3,6,3
192.168.1.244→52.57.189.101,192.168.1.244,52.57.189.101,11,0.0,6.6401,7,97634.45,3,3
10.0.2.136→52.180.116.96,10.0.2.136,52.180.116.96,3,0.0,1.6692,2,94697.33,1,3
10.0.2.171→52.87.62.4,10.0.2.171,52.87.62.4,3,0.0,15.79,3,73839.0,2,3
10.0.2.17→52.182.151.72,10.0.2.17,52.182.151.72,3,0.0,0.35,3,15431.0,1,3
10.0.2.17→52.241.123.10,10.0.2.17,52.241.123.10,4,0.0,3.6465,3,190314.0,4,3
10.0.2.17→52.34.104.238,10.0.2.17,52.34.104.238,3,0.0,0.2499,2,125263.0,0,3
10.0.2.170→52.123.99.233,10.0.2.170,52.123.99.233,10,0.0,3.5622,7,65584.0,5,3
10.0.3.97→52.196.32.13,10.0.3.97,52.196.32.13,8,0.0,1.6218,4,51070.12,1,3
192.168.1.233→52.140.174.236,192.168.1.233,52.140.174.236,9,0.0,5.2638,5,53470.67,2,3
10.0.2.138→52.236.48.89,10.0.2.138,52.236.48.89,9,0.0,4.9209,8,122707.89,4,3
10.0.2.138→52.240.150.150,10.0.2.138,52.240.150.150,9,0.0,9.159,4,47974.44,6,3
10.0.2.138→52.26.80.173,10.0.2.138,52.26.80.173,3,0.0,0.6734,1,152278.0,1,3
10.0.2.138→52.5.206.13,10.0.2.138,52.5.206.13,4,0.0,2.6321,3,193570.25,4,3
10.0.2.138→52.96.212.92,10.0.2.138,52.96.212.92,6,0.0,3.9488,5,59982.33,3,3
192.168.1.242→52.67.61.32,192.168.1.242,52.67.61.32,9,0.0,4.4495,6,48723.44,6,3
10.0.2.166→52.0.254.206,10.0.2.166,52.0.254.206,3,0.0,0.0199,2,18295.67,1,3
10.0.2.166→52.185.82.221,10.0.2.166,52.185.82.221,3,0.0,0.0499,1,56047.0,2,3
10.0.2.166→52.227.82.31,10.0.2.166,52.227.82.31,8,0.0,27.9926,8,50105.12,1,3
10.0.2.166→52.228.185.53,10.0.2.166,52.228.185.53,3,0.0,0.3819,1,16260.0,1,3
10.0.2.166→52.43.170.188,10.0.2.166,52.43.170.188,10,0.0,14.0643,9,50303.6,6,3
10.0.2.167→52.196.32.13,10.0.2.167,52.196.32.13,8,0.0,9.3278,6,68235.5,5,3
10.0.2.167→52.253.119.40,10.0.2.167,52.253.119.40,3,0.0,0.0439,1,7757.0,2,3
10.0.2.167→52.30.172.174,10.0.2.167,52.30.172.174,3,0.0,0.3737,1,20569.33,2,3
10.0.2.167→52.57.181.115,10.0.2.167,52.57.181.115,10,0.0,3.976,6,128514.9,4,3
10.0.2.170→52.73.224.227,10.0.2.170,52.73.224.227,11,0.0,1.6988,9,90165.73,5,3
10.0.2.163→52.156.105.203,10.0.2.163,52.156.105.203,8,0.0,1.3933,6,67461.75,3,3
10.0.1.114→52.117.73.22,10.0.1.114,52.117.73.22,3,0.0,1.907,1,257637.0,1,3
192.168.1.234→52.3.1.64,192.168.1.234,52.3.1.64,11,0.0,2.5682,9,64705.55,4,3
10.0.2.140→52.8.0.126,10.0.2.140,52.8.0.126,3,0.0,1.1745,2,70336.0,1,3
10.0.2.139→52.166.83.171,10.0.2.139,52.166.83.171,6,0.0,43.3329,3,42062.0,1,3
10.0.2.139→52.182.151.72,10.0.2.139,52.182.151.72,13,0.0,7.6966,7,32281.31,4,3
10.0.2.139→52.233.3.152,10.0.2.139,52.233.3.152,4,0.0,5.4395,3,84067.0,3,3
10.0.2.139→52.244.114.127,10.0.2.139,52.244.114.127,7,0.0,3.8641,4,76087.14,5,3
10.0.2.137→52.43.87.64,10.0.2.137,52.43.87.64,9,0.0,2.2275,6,93250.67,1,3
192.168.1.235→52.38.211.174,192.168.1.235,52.38.211.174,3,0.0,0.2513,3,7325.67,2,3
10.0.2.163→52.81.56.180,10.0.2.163,52.81.56.180,6,0.0,12.4772,3,204984.83,1,3
10.0.1.114→52.210.193.207,10.0.1.114,52.210.193.207,11,0.0,6.541,8,84965.36,5,3
10.0.2.165→52.0.254.206,10.0.2.165,52.0.254.206,11,0.0,14.7616,10,47661.82,2,3
10.0.2.161→52.95.236.200,10.0.2.161,52.95.236.200,5,0.0,4.7614,4,165135.8,2,3
10.0.2.138→52.163.173.65,10.0.2.138,52.163.173.65,8,0.0,4.2886,7,212894.62,3,3
10.0.2.138→52.182.151.72,10.0.2.138,52.182.151.72,10,0.0,1.7188,6,48579.6,2,3
10.0.2.16→52.159.83.2,10.0.2.16,52.159.83.2,6,0.0,1.0962,3,40483.33,2,3
10.0.2.16→52.174.33.8,10.0.2.16,52.174.33.8,3,0.0,0.0796,1,13160.67,2,3
10.0.2.142→52.123.99.233,10.0.2.142,52.123.99.233,8,0.0,13.8649,7,279946.62,2,3
10.0.2.140→52.124.197.123,10.0.2.140,52.124.197.123,3,0.0,4.2137,2,123801.67,1,3
10.0.2.140→52.163.173.65,10.0.2.140,52.163.173.65,3,0.0,0.5819,1,306044.33,3,3
10.0.2.140→52.210.80.58,10.0.2.140,52.210.80.58,9,0.0,1.6083,7,107888.22,2,3
10.0.2.140→52.36.7.21,10.0.2.140,52.36.7.21,8,0.0,3.0484,6,265842.75,1,3
10.0.2.140→52.39.184.95,10.0.2.140,52.39.184.95,3,0.0,20.4193,3,102247.0,2,3
192.168.1.235→52.39.184.95,192.168.1.235,52.39.184.95,3,0.0,21.3218,3,59003.33,1,3
192.168.1.236→52.147.198.242,192.168.1.236,52.147.198.242,3,0.0,0.0649,2,15389.0,3,3
192.168.1.236→52.148.111.138,192.168.1.236,52.148.111.138,3,0.0,0.2082,1,153128.0,0,3
192.168.1.236→52.21.162.44,192.168.1.236,52.21.162.44,3,0.0,4.0722,2,106047.0,1,3
192.168.1.236→52.76.232.41,192.168.1.236,52.76.232.41,3,0.0,0.2098,1,5358.33,1,3
10.0.2.161→52.134.84.162,10.0.2.161,52.134.84.162,9,0.0,3.2254,4,130599.11,5,3
10.0.2.162→52.46.218.32,10.0.2.162,52.46.218.32,3,0.0,0.2438,2,2880.0,3,3
10.0.2.162→52.92.5.8,10.0.2.162,52.92.5.8,3,0.0,2.9714,2,142522.33,3,3
192.168.1.242→52.13.106.232,192.168.1.242,52.13.106.232,3,0.0,1.5532,2,70346.0,1,3
192.168.1.242→52.210.80.58,192.168.1.242,52.210.80.58,7,0.0,1.2959,3,318548.43,1,3
192.168.1.242→52.224.115.122,192.168.1.242,52.224.115.122,3,0.0,0.1487,2,54105.33,3,3
10.0.2.141→52.143.143.211,10.0.2.141,52.143.143.211,3,0.0,0.2058,2,14549.33,3,3
10.0.2.141→52.240.94.101,10.0.2.141,52.240.94.101,9,0.0,1.9998,5,109242.78,3,3
10.0.2.157→52.188.223.168,10.0.2.157,52.188.223.168,6,0.0,74.5488,4,128564.5,1,3
10.0.2.158→52.11.88.252,10.0.2.158,52.11.88.252,10,0.0,9.7094,7,53667.2,4,3
10.0.2.158→52.172.189.147,10.0.2.158,52.172.189.147,4,0.0,0.1776,4,38822.0,1,3
10.0.2.158→52.192.87.108,10.0.2.158,52.192.87.108,5,0.0,2.2833,3,285977.6,2,3
10.0.2.158→52.64.101.90,10.0.2.158,52.64.101.90,9,0.0,2.3446,6,52545.33,4,3
10.0.1.114→52.48.103.109,10.0.1.114,52.48.103.109,3,0.0,2.8305,2,418852.33,2,3
192.168.1.237→52.164.235.44,192.168.1.237,52.164.235.44,6,0.0,0.3337,5,23964.0,2,3
192.168.1.237→52.167.244.25,192.168.1.237,52.167.244.25,4,0.0,36.3965,3,233053.75,3,3
10.0.2.161→52.220.160.138,10.0.2.161,52.220.160.138,9,0.0,6.3796,6,243336.33,2,3
10.0.2.159→52.45.97.168,10.0.2.159,52.45.97.168,14,0.0,3.4106,12,46993.86,7,3
10.0.2.159→52.81.92.222,10.0.2.159,52.81.92.222,9,0.0,3.0034,8,245719.22,6,3
10.0.2.155→52.125.177.168,10.0.2.155,52.125.177.168,6,0.0,6.6461,4,344588.33,2,3
10.0.2.155→52.15.127.110,10.0.2.155,52.15.127.110,3,0.0,0.2765,3,7819.0,2,3
10.0.2.141→52.75.205.84,10.0.2.141,52.75.205.84,9,0.0,13.2682,8,90332.89,3,3
10.0.2.143→52.221.252.23,10.0.2.143,52.221.252.23,10,0.0,10.5344,10,49616.5,2,3
10.0.2.145→52.160.200.17,10.0.2.145,52.160.200.17,6,0.0,30.9933,6,146452.17,1,3
10.0.2.145→52.163.245.96,10.0.2.145,52.163.245.96,3,0.0,0.2808,3,46962.33,2,3
10.0.2.146→52.18.241.144,10.0.2.146,52.18.241.144,9,0.0,2.1826,5,120974.11,7,3
192.168.1.240→52.227.82.31,192.168.1.240,52.227.82.31,7,0.0,31.7344,5,65044.71,2,3
10.0.1.114→52.59.192.87,10.0.1.114,52.59.192.87,5,0.0,36.1967,4,83470.8,3,3
192.168.1.239→52.143.143.211,192.168.1.239,52.143.143.211,4,0.0,1.8018,3,160174.25,1,3
10.0.2.156→52.160.85.188,10.0.2.156,52.160.85.188,3,0.0,0.4848,2,7164.33,2,3
10.0.2.156→52.71.3.212,10.0.2.156,52.71.3.212,3,0.0,0.1783,3,3736.33,2,3
10.0.2.156→52.75.205.84,10.0.2.156,52.75.205.84,10,0.0,14.0312,8,38406.2,4,3
10.0.2.157→52.185.82.221,10.0.2.157,52.185.82.221,8,0.0,1.0403,6,271468.88,3,3
192.168.1.241→52.215.173.59,192.168.1.241,52.215.173.59,3,0.0,0.17,3,4725.67,1,3
192.168.1.242→52.107.17.86,192.168.1.242,52.107.17.86,4,0.0,0.1544,4,6552.75,3,3
10.0.2.153→52.67.46.173,10.0.2.153,52.67.46.173,3,0.0,0.4701,2,7160.0,2,3
192.168.1.239→52.210.80.58,192.168.1.239,52.210.80.58,7,0.0,1.2222,2,69203.71,2,3
10.0.2.146→52.87.90.12,10.0.2.146,52.87.90.12,3,0.0,0.3121,3,546305.67,0,3
10.0.2.146→52.91.195.142,10.0.2.146,52.91.195.142,3,0.0,0.3178,1,2934.67,3,3
10.0.2.147→52.18.241.144,10.0.2.147,52.18.241.144,9,0.0,5.6074,4,223668.56,2,3
10.0.2.147→52.3.1.64,10.0.2.147,52.3.1.64,8,0.0,2.4466,6,262208.38,2,3
10.0.2.147→52.96.85.229,10.0.2.147,52.96.85.229,3,0.0,0.7019,1,150018.0,1,3
10.0.2.148→52.147.198.242,10.0.2.148,52.147.198.242,6,0.0,12.9674,5,55406.5,2,3
192.168.1.239→52.30.193.176,192.168.1.239,52.30.193.176,11,0.0531,1.987,7,63769.36,3,3
10.0.2.157→52.253.119.40,10.0.2.157,52.253.119.40,7,0.0,4.3942,3,82238.43,2,3
10.0.2.157→52.38.211.174,10.0.2.157,52.38.211.174,3,0.0,0.3993,1,5361.67,2,3
10.0.2.157→52.43.87.64,10.0.2.157,52.43.87.64,3,0.0,0.3968,2,52257.67,1,3
10.0.2.157→52.94.90.56,10.0.2.157,52.94.90.56,8,0.0,6.7488,7,63113.5,5,3
10.0.2.154→52.43.170.188,10.0.2.154,52.43.170.188,4,0.0,0.3817,4,13552.75,1,3
10.0.1.114→52.75.141.226,10.0.1.114,52.75.141.226,8,0.0,13.0689,6,95321.0,2,3
10.0.2.155→52.118.29.124,10.0.2.155,52.118.29.124,10,0.0,13.3757,9,128369.5,3,3
10.0.1.10→52.225.14.219,10.0.1.10,52.225.14.219,11,0.0,2.9396,7,132758.73,2,3
10.0.1.107→52.36.7.21,10.0.1.107,52.36.7.21,3,0.0,2.1671,3,174771.0,2,3
10.0.1.103→52.180.116.96,10.0.1.103,52.180.116.96,3,0.0,0.3957,2,28117.33,1,3
10.0.1.103→52.8.74.82,10.0.1.103,52.8.74.82,4,0.0,1.4492,2,166619.25,3,3
10.0.1.103→52.87.62.4,10.0.1.103,52.87.62.4,9,0.0,2.7212,7,92024.67,6,3
10.0.1.104→52.235.108.193,10.0.1.104,52.235.108.193,3,0.0,0.6597,1,80182.33,2,3
10.0.1.114→52.87.62.4,10.0.1.114,52.87.62.4,9,0.0,1.122,2,77888.56,1,3
10.0.1.104→52.39.184.95,10.0.1.104,52.39.184.95,13,0.0,2.4803,10,32203.46,6,3
10.0.1.104→52.8.74.82,10.0.1.104,52.8.74.82,10,0.0,2.7924,6,40121.6,2,3
10.0.1.105→52.244.114.127,10.0.1.105,52.244.114.127,6,0.0,1.1739,3,342787.83,2,3
10.0.1.115→52.107.17.86,10.0.1.115,52.107.17.86,3,0.0,0.3258,3,81487.67,0,3
192.168.1.112→52.158.10.202,192.168.1.112,52.158.10.202,15,0.1071,1.3971,10,26411.4,3,3
192.168.1.110→52.146.179.54,192.168.1.110,52.146.179.54,6,0.0,4.9182,2,152419.33,1,3
192.168.1.111→52.48.103.109,192.168.1.111,52.48.103.109,9,0.0,4.5857,7,132300.56,6,3
10.0.1.102→52.29.3.76,10.0.1.102,52.29.3.76,7,0.0,8.1064,4,41625.71,1,3
10.0.1.103→52.156.105.203,10.0.1.103,52.156.105.203,12,0.0,2.3234,8,29113.25,4,3
192.168.1.110→52.190.26.88,192.168.1.110,52.190.26.88,6,0.0,3.1478,4,58763.33,3,3
192.168.1.240→52.15.127.110,192.168.1.240,52.15.127.110,7,0.0,2.2892,4,66933.43,2,3
10.0.2.150→52.7.235.177,10.0.2.150,52.7.235.177,10,0.0,3.5993,6,217391.1,3,3
10.0.2.151→52.227.82.31,10.0.2.151,52.227.82.31,6,0.0,25.5271,6,78395.0,4,3
10.0.2.148→52.154.209.186,10.0.2.148,52.154.209.186,3,0.0,0.202,1,129750.67,0,3
10.0.2.152→52.0.254.206,10.0.2.152,52.0.254.206,9,0.0,16.6,7,76133.44,3,3
10.0.2.152→52.13.106.232,10.0.2.152,52.13.106.232,4,0.0,4.0305,4,60698.25,1,3
10.0.2.148→52.19.247.51,10.0.2.148,52.19.247.51,4,0.0,0.1639,1,13117.5,2,3
10.0.2.148→52.192.87.108,10.0.2.148,52.192.87.108,6,0.0,5.58,4,228203.17,1,3
10.0.2.148→52.33.200.192,10.0.2.148,52.33.200.192,12,0.0,7.369,6,68170.08,6,3
10.0.2.149→52.8.0.126,10.0.2.149,52.8.0.126,7,0.0,0.7661,5,295969.86,1,3
10.0.2.151→52.62.117.113,10.0.2.151,52.62.117.113,8,0.0,16.4983,7,29344.0,2,3
10.0.2.156→52.134.84.162,10.0.2.156,52.134.84.162,8,0.0,6.9152,5,68610.12,3,3
10.0.2.152→52.98.120.54,10.0.2.152,52.98.120.54,9,0.0,8.0273,4,49272.89,1,3
10.0.2.153→52.221.39.114,10.0.2.153,52.221.39.114,4,0.0,0.2435,3,20435.75,1,3
192.168.1.96→52.146.84.103,192.168.1.96,52.146.84.103,3,0.0,0.1474,2,13038.33,2,3
10.0.1.1→52.92.2.15,10.0.1.1,52.92.2.15,6,0.0,87.3379,4,25339.0,2,2
192.168.1.98→52.176.238.203,192.168.1.98,52.176.238.203,3,0.0,0.3619,3,6062.33,0,2
192.168.1.99→52.154.209.186,192.168.1.99,52.154.209.186,3,0.0,1.8217,2,14179.0,1,2
192.168.1.99→52.165.62.22,192.168.1.99,52.165.62.22,5,0.0,7.8675,3,61827.0,0,2
192.168.1.99→52.216.227.179,192.168.1.99,52.216.227.179,5,0.0,3.7178,2,29801.0,5,2
10.0.1.102→52.117.191.81,10.0.1.102,52.117.191.81,3,0.0,1.2277,2,49023.33,2,2
10.0.1.101→52.239.190.50,10.0.1.101,52.239.190.50,5,0.0,7.238,5,100298.2,0,2
192.168.1.110→52.134.84.162,192.168.1.110,52.134.84.162,4,0.0,0.161,2,14375.25,0,2
192.168.1.11→52.88.13.186,192.168.1.11,52.88.13.186,8,0.0,2.2299,7,10125.5,4,2
192.168.1.11→52.62.161.110,192.168.1.11,52.62.161.110,3,0.0,0.6972,2,25088.33,1,2
192.168.1.11→52.43.33.26,192.168.1.11,52.43.33.26,3,0.0,0.9803,2,23386.33,1,2
192.168.1.11→52.26.80.173,192.168.1.11,52.26.80.173,6,0.0,10.1647,4,40009.83,0,2
192.168.1.11→52.220.160.138,192.168.1.11,52.220.160.138,5,0.0,9.6687,4,33768.0,3,2
192.168.1.11→52.219.23.155,192.168.1.11,52.219.23.155,3,0.0,3.788,3,18185.33,3,2
192.168.1.11→52.214.107.150,192.168.1.11,52.214.107.150,5,0.0,11.8725,3,35013.0,4,2
192.168.1.11→52.200.13.94,192.168.1.11,52.200.13.94,9,0.0,4.7287,6,111095.78,0,2
192.168.1.11→52.188.223.168,192.168.1.11,52.188.223.168,4,0.0,0.7261,3,22285.0,2,2
192.168.1.109→52.96.212.92,192.168.1.109,52.96.212.92,3,0.0,0.2248,2,5509.33,0,2
192.168.1.112→52.0.254.206,192.168.1.112,52.0.254.206,3,0.0,1.5626,3,14946.67,3,2
192.168.1.105→52.81.56.180,192.168.1.105,52.81.56.180,8,0.0,7.463,5,12777.88,2,2
10.0.1.105→52.21.223.241,10.0.1.105,52.21.223.241,3,0.0,14.4775,2,15168.67,2,2
10.0.2.149→52.220.176.136,10.0.2.149,52.220.176.136,4,0.0,29.1324,3,11303.25,1,2
10.0.2.149→52.192.221.104,10.0.2.149,52.192.221.104,4,0.0,4.3147,3,28035.0,1,2
10.0.2.148→52.80.175.120,10.0.2.148,52.80.175.120,3,0.0,24.0041,3,4891.33,2,2
10.0.2.148→52.176.94.211,10.0.2.148,52.176.94.211,3,0.0,1.1146,2,15040.33,2,2
10.0.2.152→52.244.114.127,10.0.2.152,52.244.114.127,9,0.0,10.1867,6,11825.56,2,2
10.0.2.152→52.220.176.136,10.0.2.152,52.220.176.136,3,0.0,0.1035,1,4551.33,0,2
10.0.2.152→52.19.247.51,10.0.2.152,52.19.247.51,3,0.0,5.7973,1,20228.67,3,2
10.0.2.152→52.159.90.10,10.0.2.152,52.159.90.10,5,0.0,11.1792,4,267237.8,0,2
10.0.2.151→52.87.62.4,10.0.2.151,52.87.62.4,3,0.0,6.1037,3,7892.67,1,2
10.0.2.150→52.98.120.54,10.0.2.150,52.98.120.54,6,0.0,5.5698,5,16090.67,2,2
10.0.2.150→52.93.117.242,10.0.2.150,52.93.117.242,3,0.0,11.0538,2,10160.33,1,2
10.0.2.150→52.18.241.144,10.0.2.150,52.18.241.144,7,0.0,1.3172,5,8740.0,3,2
10.0.2.150→52.134.84.162,10.0.2.150,52.134.84.162,7,0.0,39.9888,4,9425.43,2,2
192.168.1.240→52.220.160.138,192.168.1.240,52.220.160.138,5,0.0,20.5823,3,43043.6,2,2
192.168.1.240→52.165.62.22,192.168.1.240,52.165.62.22,5,0.0,3.3214,3,11304.0,1,2
192.168.1.24→52.221.39.114,192.168.1.24,52.221.39.114,4,0.0,4.0294,2,13816.5,1,2
10.0.2.147→52.158.10.202,10.0.2.147,52.158.10.202,7,0.0,4.0636,4,110473.14,0,2
10.0.2.147→52.11.88.252,10.0.2.147,52.11.88.252,3,0.0,3.3007,3,5043.67,3,2
10.0.2.150→52.117.73.22,10.0.2.150,52.117.73.22,3,0.0,2.4838,1,151224.33,0,2
10.0.2.15→52.82.73.198,10.0.2.15,52.82.73.198,3,0.0,0.3723,2,13374.33,0,2
10.0.2.15→52.48.103.109,10.0.2.15,52.48.103.109,3,0.0,0.1416,2,20345.0,0,2
10.0.2.15→52.240.94.101,10.0.2.15,52.240.94.101,9,0.0,2.8563,6,9889.22,3,2
192.168.1.241→52.18.241.144,192.168.1.241,52.18.241.144,3,0.0,3.041,2,2792.0,1,2
10.0.2.154→52.117.73.22,10.0.2.154,52.117.73.22,7,0.0,1.5835,3,79570.43,0,2
10.0.2.153→52.81.56.180,10.0.2.153,52.81.56.180,3,0.0,0.148,3,8859.67,0,2
10.0.2.153→52.80.175.120,10.0.2.153,52.80.175.120,4,0.0,1.0087,4,12575.75,3,2
10.0.2.153→52.62.161.110,10.0.2.153,52.62.161.110,8,0.0,1.8778,6,12351.75,3,2
10.0.2.153→52.196.32.13,10.0.2.153,52.196.32.13,3,0.0,1.4995,2,8568.67,1,2
10.0.2.152→52.81.92.222,10.0.2.152,52.81.92.222,3,0.0,1.8571,1,7293.0,3,2
10.0.2.152→52.43.170.188,10.0.2.152,52.43.170.188,8,0.0,7.564,4,7883.38,5,2
10.0.2.156→52.158.75.62,10.0.2.156,52.158.75.62,4,0.0,2.1793,4,4478.0,3,2
10.0.2.156→52.146.179.54,10.0.2.156,52.146.179.54,4,0.0,1.3342,3,11736.75,2,2
10.0.2.145→52.38.211.174,10.0.2.145,52.38.211.174,8,0.0,1.5681,3,24931.5,1,2
10.0.2.145→52.228.185.53,10.0.2.145,52.228.185.53,3,0.0,2.6811,3,15398.67,1,2
10.0.2.144→52.10.55.130,10.0.2.144,52.10.55.130,5,0.0,19.8179,3,58613.8,0,2
10.0.2.143→52.92.2.15,10.0.2.143,52.92.2.15,5,0.0,1.2795,1,77256.0,0,2
10.0.2.143→52.8.0.126,10.0.2.143,52.8.0.126,3,0.0,3.0093,2,10334.0,2,2
10.0.2.143→52.32.188.192,10.0.2.143,52.32.188.192,3,0.0,1.1286,2,671523.67,0,2
10.0.2.148→52.155.94.39,10.0.2.148,52.155.94.39,6,0.0,6.4144,4,25451.67,2,2
10.0.2.155→52.220.176.136,10.0.2.155,52.220.176.136,8,0.0,44.2381,5,11007.12,3,2
10.0.2.154→52.233.49.105,10.0.2.154,52.233.49.105,5,0.0,1.0864,3,33460.6,2,2
10.0.2.154→52.221.252.23,10.0.2.154,52.221.252.23,3,0.0,15.3234,1,21229.0,1,2
10.0.2.154→52.207.69.39,10.0.2.154,52.207.69.39,4,0.0,6.6359,2,10889.0,3,2
10.0.2.157→52.48.103.109,10.0.2.157,52.48.103.109,3,0.0,1.3851,2,16943.0,2,2
10.0.2.157→52.219.227.101,10.0.2.157,52.219.227.101,3,0.0,4.2177,2,41186.0,2,2
10.0.2.147→52.80.175.120,10.0.2.147,52.80.175.120,3,0.0,7.758,3,29823.33,1,2
10.0.2.147→52.8.74.82,10.0.2.147,52.8.74.82,3,0.0,2.6241,1,10957.33,1,2
10.0.2.147→52.176.238.203,10.0.2.147,52.176.238.203,5,0.0,2.1927,3,12675.4,3,2
192.168.1.241→52.74.84.106,192.168.1.241,52.74.84.106,3,0.0,8.5455,3,18885.0,1,2
