sax_word,sax_symbol_cv,sax_acf_peak,sax_motif_fraction,sax_passes,n_observations,pair_id,src_ip,dst_ip,sax_prescreen_pass
bbbbdb,0.559,0.28,0.6667,True,8,10.0.1.5→52.93.117.242,10.0.1.5,52.93.117.242,True
cbcdba,0.6383,0.8182,0.5,True,8,10.0.2.1→52.30.193.176,10.0.2.1,52.30.193.176,True
bbbcbd,0.5092,0.4286,0.5,True,8,10.0.2.67→52.88.101.137,10.0.2.67,52.88.101.137,True
dbbbbb,0.559,0.2,0.5,True,8,10.0.1.69→52.229.178.142,10.0.1.69,52.229.178.142,True
bbcdbc,0.4472,0.4,0.5,True,8,10.0.2.1→52.208.131.213,10.0.2.1,52.208.131.213,True
bbbbdc,0.5092,0.4286,0.6667,True,8,10.0.3.216→52.13.106.232,10.0.3.216,52.13.106.232,True
bbbbdc,0.5092,0.4286,0.6667,True,8,10.0.2.134→52.204.28.79,10.0.2.134,52.204.28.79,True
aabcdc,0.8292,0.9091,0.5,True,8,10.0.3.201→52.13.106.232,10.0.3.201,52.13.106.232,True
dbabca,0.9147,0.6341,0.5,True,8,10.0.3.242→52.139.72.252,10.0.3.242,52.139.72.252,True
cbbdca,0.6383,0.9545,0.5,True,8,10.0.3.8→52.48.103.109,10.0.3.8,52.48.103.109,True
babdcc,0.6383,0.6364,0.5,True,8,10.0.1.190→52.252.240.238,10.0.1.190,52.252.240.238,True
cbcdba,0.6383,0.8182,0.5,True,8,10.0.2.142→52.123.99.233,10.0.2.142,52.123.99.233,True
bbcabd,0.7071,0.625,0.5,True,8,192.168.1.150→52.43.170.188,192.168.1.150,52.43.170.188,True
caabdd,0.8389,1.0,0.5,True,8,10.0.2.151→52.62.117.113,10.0.2.151,52.62.117.113,True
cbabdd,0.6633,0.9091,0.5,True,8,10.0.3.8→52.94.90.56,10.0.3.8,52.94.90.56,True
dbcbba,0.7071,0.5,0.5,True,8,10.0.3.82→52.201.81.222,10.0.3.82,52.201.81.222,True
dbacda,0.8389,0.8684,0.5,True,8,10.0.1.19→52.93.117.242,10.0.1.19,52.93.117.242,True
abbdcb,0.7071,0.875,0.5,True,8,10.0.1.210→52.229.178.142,10.0.1.210,52.229.178.142,True
acbdca,0.8292,0.3636,0.5,True,8,10.0.3.209→52.68.177.170,10.0.3.209,52.68.177.170,True
bbbbdb,0.559,0.28,0.6667,True,8,192.168.1.152→52.219.23.155,192.168.1.152,52.219.23.155,True
bbbbbd,0.559,0.2,0.6667,True,8,10.0.2.213→52.97.123.59,10.0.2.213,52.97.123.59,True
bcacdb,0.6383,0.4545,0.5,True,8,10.0.2.124→52.21.162.44,10.0.2.124,52.21.162.44,True
cbbbdb,0.5092,0.4286,0.5,True,8,10.0.1.145→52.235.108.193,10.0.1.145,52.235.108.193,True
ccaadc,0.7454,0.9,0.5,True,8,10.0.1.236→52.140.245.52,10.0.1.236,52.140.245.52,True
aacdca,1.04,0.9245,0.5,True,8,10.0.1.224→52.15.127.110,10.0.1.224,52.15.127.110,True
bbbcbd,0.5092,0.4286,0.5,True,8,192.168.1.153→52.26.80.173,192.168.1.153,52.26.80.173,True
dbbbcb,0.5092,0.4286,0.5,True,8,10.0.2.152→52.43.170.188,10.0.2.152,52.43.170.188,True
dcbbba,0.7071,0.35,0.5,True,8,192.168.1.154→52.180.116.96,192.168.1.154,52.180.116.96,True
bdbbca,0.7071,0.625,0.5,True,8,10.0.2.92→52.200.13.94,10.0.2.92,52.200.13.94,True
bdbbba,0.7693,0.0897,0.5,False,8,10.0.3.85→52.35.45.71,10.0.3.85,52.35.45.71,False
dabbcc,0.6383,0.6364,0.5,True,8,10.0.3.176→52.162.2.26,10.0.3.176,52.162.2.26,True
accbad,0.8292,0.5227,0.5,True,8,10.0.3.246→52.176.94.211,10.0.3.246,52.176.94.211,True
abbcad,0.9147,0.5317,0.5,True,8,10.0.3.85→52.94.10.111,10.0.3.85,52.94.10.111,True
bdaacc,0.8292,0.7273,0.5,True,8,10.0.2.22→52.123.82.136,10.0.2.22,52.123.82.136,True
bbcdbc,0.4472,0.4,0.5,True,8,10.0.3.175→52.163.245.96,10.0.3.175,52.163.245.96,True
daabbd,0.9354,0.5,0.5,True,8,10.0.1.201→52.49.47.194,10.0.1.201,52.49.47.194,True
bddbba,0.7454,0.7333,0.5,True,8,192.168.1.158→52.77.82.17,192.168.1.158,52.77.82.17,True
bbddbb,0.5657,1.0,0.6667,True,8,192.168.1.16→52.222.87.127,192.168.1.16,52.222.87.127,True
bcbbdb,0.5092,0.7143,0.5,True,8,192.168.1.160→52.210.80.58,192.168.1.160,52.210.80.58,True
bbbbdb,0.559,0.28,0.6667,True,8,10.0.2.153→52.62.161.110,10.0.2.153,52.62.161.110,True
addcab,0.8389,0.7895,0.5,True,8,192.168.1.160→52.82.73.198,192.168.1.160,52.82.73.198,True
cdaacb,0.8292,0.7273,0.5,True,8,10.0.2.229→52.107.17.86,10.0.2.229,52.107.17.86,True
dcabbb,0.7071,0.5313,0.5,True,8,10.0.2.200→52.97.123.59,10.0.2.200,52.97.123.59,True
bbdcca,0.6383,1.0,0.5,True,8,10.0.3.173→52.166.83.171,10.0.3.173,52.166.83.171,True
dadcab,0.8389,0.4737,0.5,True,8,10.0.3.225→52.235.58.175,10.0.3.225,52.235.58.175,True
bacdbc,0.6383,0.5455,0.5,True,8,192.168.1.161→52.32.188.192,192.168.1.161,52.32.188.192,True
cdabca,0.8292,0.7273,0.5,True,8,10.0.3.106→52.153.75.156,10.0.3.106,52.153.75.156,True
dcbaba,0.9147,0.6098,0.5,True,8,10.0.1.239→52.140.245.52,10.0.1.239,52.140.245.52,True
bdbbbb,0.559,0.28,0.5,True,8,10.0.3.213→52.0.254.206,10.0.3.213,52.0.254.206,True
cbdbbc,0.4472,0.64,0.5,True,8,10.0.1.199→52.73.224.227,10.0.1.199,52.73.224.227,True
bbbbdc,0.5092,0.4286,0.6667,True,8,10.0.1.239→52.180.116.96,10.0.1.239,52.180.116.96,True
bcdbbc,0.4472,1.0,0.6667,True,8,10.0.2.80→52.62.117.113,10.0.2.80,52.62.117.113,True
cbbadc,0.6383,0.6364,0.5,True,8,10.0.2.229→52.250.188.94,10.0.2.229,52.250.188.94,True
ddaabb,0.9354,0.5714,0.5,True,8,10.0.2.180→52.81.92.222,10.0.2.180,52.81.92.222,True
bbdbad,0.7454,0.8667,0.5,True,8,10.0.3.208→52.7.235.177,10.0.3.208,52.7.235.177,True
dcbbab,0.7071,0.5,0.5,True,8,10.0.1.186→52.180.116.96,10.0.1.186,52.180.116.96,True
bbdcac,0.6383,0.8182,0.5,True,8,192.168.1.162→52.94.10.111,192.168.1.162,52.94.10.111,True
cdbbbb,0.5092,0.4286,0.5,True,8,10.0.3.248→52.30.169.56,10.0.3.248,52.30.169.56,True
dbcaac,0.8292,0.3636,0.5,True,8,10.0.2.232→52.214.107.150,10.0.2.232,52.214.107.150,True
cbdbba,0.7071,0.875,0.5,True,8,10.0.1.201→52.221.39.114,10.0.1.201,52.221.39.114,True
bbbdcb,0.5092,0.6429,0.5,True,8,10.0.2.34→52.77.82.17,10.0.2.34,52.77.82.17,True
dcabbb,0.7071,0.5313,0.5,True,8,10.0.2.12→52.228.185.53,10.0.2.12,52.228.185.53,True
bbcdbb,0.5092,0.8571,0.6667,True,8,10.0.1.53→52.163.245.96,10.0.1.53,52.163.245.96,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.2.216→52.129.71.22,10.0.2.216,52.129.71.22,True
dbaadc,0.8389,0.7895,0.5,True,8,10.0.3.25→52.3.1.64,10.0.3.25,52.3.1.64,True
adcbbc,0.6383,0.5455,0.5,True,8,10.0.2.216→52.11.88.252,10.0.2.216,52.11.88.252,True
cdbbab,0.7071,0.875,0.5,True,8,10.0.2.181→52.118.29.124,10.0.2.181,52.118.29.124,True
baddab,0.9354,0.8929,0.5,True,8,10.0.3.226→52.31.1.167,10.0.3.226,52.31.1.167,True
bdbbbb,0.559,0.28,0.5,True,8,10.0.3.92→52.219.23.155,10.0.3.92,52.219.23.155,True
dbbbcb,0.5092,0.4286,0.5,True,8,10.0.1.240→52.233.3.152,10.0.1.240,52.233.3.152,True
cdbbbb,0.5092,0.4286,0.5,True,8,192.168.1.168→52.19.247.51,192.168.1.168,52.19.247.51,True
bbddab,0.7454,0.9,0.5,True,8,10.0.2.62→52.81.92.222,10.0.2.62,52.81.92.222,True
bbbbbd,0.559,0.2,0.6667,True,8,10.0.1.183→52.148.111.138,10.0.1.183,52.148.111.138,True
daabcc,0.8292,0.6364,0.5,True,8,10.0.1.224→52.30.193.176,10.0.1.224,52.30.193.176,True
bcdbbc,0.4472,1.0,0.6667,True,8,10.0.2.23→52.77.82.17,10.0.2.23,52.77.82.17,True
cdbbbb,0.5092,0.4286,0.5,True,8,192.168.1.17→52.46.218.32,192.168.1.17,52.46.218.32,True
bdbbbb,0.559,0.28,0.5,True,8,10.0.1.141→52.117.73.22,10.0.1.141,52.117.73.22,True
dccbaa,0.8292,0.6364,0.5,True,8,10.0.2.155→52.220.176.136,10.0.2.155,52.220.176.136,True
dbaabc,0.9147,0.9024,0.5,True,8,10.0.1.63→52.160.200.17,10.0.1.63,52.160.200.17,True
daabbd,0.9354,0.5,0.5,True,8,192.168.1.172→52.221.252.23,192.168.1.172,52.221.252.23,True
cdbacd,0.5821,1.0,0.6667,True,8,10.0.3.228→52.97.123.59,10.0.3.228,52.97.123.59,True
cacdbb,0.6383,0.8182,0.5,True,8,10.0.1.198→52.43.33.26,10.0.1.198,52.43.33.26,True
dccbaa,0.8292,0.6364,0.5,True,8,10.0.2.156→52.134.84.162,10.0.2.156,52.134.84.162,True
caacdb,0.8292,0.8636,0.5,True,8,10.0.2.96→52.92.5.8,10.0.2.96,52.92.5.8,True
bcadcb,0.6383,0.6,0.5,True,8,10.0.2.134→52.225.14.219,10.0.2.134,52.225.14.219,True
abcdcb,0.6383,1.0,0.5,True,8,10.0.3.94→52.32.188.192,10.0.3.94,52.32.188.192,True
accbdc,0.5657,0.625,0.5,True,8,10.0.2.26→52.39.184.95,10.0.2.26,52.39.184.95,True
ccabad,0.8292,0.9091,0.5,True,8,10.0.1.63→52.34.104.238,10.0.1.63,52.34.104.238,True
cbcdbb,0.4472,0.85,0.5,True,8,10.0.2.20→52.75.205.84,10.0.2.20,52.75.205.84,True
bbbbdb,0.559,0.28,0.6667,True,8,192.168.1.179→52.250.188.94,192.168.1.179,52.250.188.94,True
cdcbaa,0.8292,0.9091,0.5,True,8,10.0.3.28→52.71.2.187,10.0.3.28,52.71.2.187,True
bbddbb,0.5657,1.0,0.6667,True,8,10.0.1.181→52.235.117.1,10.0.1.181,52.235.117.1,True
bbbadd,0.7454,0.4,0.5,True,8,10.0.1.14→52.82.73.198,10.0.1.14,52.82.73.198,True
accbad,0.8292,0.5227,0.5,True,8,10.0.1.96→52.158.10.202,10.0.1.96,52.158.10.202,True
bcacdb,0.6383,0.4545,0.5,True,8,192.168.1.181→52.87.90.12,192.168.1.181,52.87.90.12,True
bbaabd,1.0,0.6667,0.5,True,8,192.168.1.184→52.154.51.29,192.168.1.184,52.154.51.29,True
cbbbdb,0.5092,0.4286,0.5,True,8,10.0.1.243→52.159.90.10,10.0.1.243,52.159.90.10,True
bbcdab,0.7071,0.625,0.5,True,8,10.0.2.34→52.171.189.219,10.0.2.34,52.171.189.219,True
dabbbd,0.7454,0.28,0.5,False,8,10.0.1.14→52.174.33.8,10.0.1.14,52.174.33.8,False
bbbbbd,0.559,0.2,0.6667,True,8,10.0.1.14→52.172.189.147,10.0.1.14,52.172.189.147,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.2.79→52.44.85.247,10.0.2.79,52.44.85.247,True
bbabdc,0.7071,0.5312,0.5,True,8,10.0.3.163→52.253.119.40,10.0.3.163,52.253.119.40,True
bbbbbd,0.559,0.2,0.6667,True,8,10.0.2.20→52.204.28.79,10.0.2.20,52.204.28.79,True
bccbdb,0.4472,0.76,0.5,True,8,192.168.1.185→52.88.101.137,192.168.1.185,52.88.101.137,True
dbbbbb,0.559,0.2,0.5,True,8,10.0.2.211→52.10.55.130,10.0.2.211,52.10.55.130,True
dbbdba,0.7454,0.8667,0.6667,True,8,192.168.1.187→52.91.195.142,192.168.1.187,52.91.195.142,True
baaccd,0.8292,0.9091,0.5,True,8,10.0.2.157→52.185.82.221,10.0.2.157,52.185.82.221,True
bbbbbd,0.559,0.2,0.6667,True,8,10.0.1.217→52.240.150.150,10.0.1.217,52.240.150.150,True
acbabd,0.9147,0.6341,0.5,True,8,192.168.1.188→52.215.173.59,192.168.1.188,52.215.173.59,True
bbbbbd,0.559,0.2,0.6667,True,8,10.0.1.95→52.176.94.211,10.0.1.95,52.176.94.211,True
cbcbad,0.6383,0.4909,0.6667,True,8,192.168.1.19→52.252.240.238,192.168.1.19,52.252.240.238,True
cbbbad,0.7071,0.4,0.5,True,8,10.0.2.95→52.240.188.130,10.0.2.95,52.240.188.130,True
bdbbbb,0.559,0.28,0.5,True,8,10.0.3.97→52.196.32.13,10.0.3.97,52.196.32.13,True
bcdbbc,0.4472,1.0,0.6667,True,8,10.0.1.246→52.125.99.159,10.0.1.246,52.125.99.159,True
bdacdb,0.6633,0.7273,0.5,True,8,10.0.2.82→52.139.72.252,10.0.2.82,52.139.72.252,True
bdabcb,0.7071,0.625,0.5,True,8,10.0.3.30→52.220.176.136,10.0.3.30,52.220.176.136,True
bbddcb,0.4896,0.8621,0.5,True,8,192.168.1.192→52.153.75.156,192.168.1.192,52.153.75.156,True
bddabb,0.7454,0.6,0.5,True,8,10.0.3.32→52.235.62.247,10.0.3.32,52.235.62.247,True
bbbdcb,0.5092,0.6429,0.5,True,8,10.0.2.31→52.36.7.21,10.0.2.31,52.36.7.21,True
cdbbcb,0.4472,0.4,0.5,True,8,10.0.2.157→52.94.90.56,10.0.2.157,52.94.90.56,True
dbabbd,0.7454,0.7333,0.5,True,8,10.0.1.56→52.163.173.65,10.0.1.56,52.163.173.65,True
cdbbbb,0.5092,0.4286,0.5,True,8,10.0.1.138→52.156.105.203,10.0.1.138,52.156.105.203,True
aacdda,1.0308,0.9412,0.5,True,8,10.0.2.87→52.177.52.176,10.0.2.87,52.177.52.176,True
bbcdbb,0.5092,0.8571,0.6667,True,8,192.168.1.195→52.180.116.96,192.168.1.195,52.180.116.96,True
dbbbbb,0.559,0.2,0.5,True,8,10.0.3.35→52.81.60.195,10.0.3.35,52.81.60.195,True
bbbdcb,0.5092,0.6429,0.5,True,8,10.0.1.94→52.123.82.136,10.0.1.94,52.123.82.136,True
bbbdcb,0.5092,0.6429,0.5,True,8,10.0.3.16→52.216.227.179,10.0.3.16,52.216.227.179,True
abbccd,0.6383,0.6364,0.5,True,8,10.0.1.93→52.39.184.95,10.0.1.93,52.39.184.95,True
dbbbbb,0.559,0.2,0.5,True,8,10.0.1.136→52.128.244.174,10.0.1.136,52.128.244.174,True
babddb,0.7454,0.7333,0.5,True,8,10.0.3.158→52.220.176.136,10.0.3.158,52.220.176.136,True
dcbbba,0.7071,0.35,0.5,True,8,10.0.1.248→52.157.153.194,10.0.1.248,52.157.153.194,True
bdbbbb,0.559,0.28,0.5,True,8,10.0.3.158→52.196.32.13,10.0.3.158,52.196.32.13,True
bcdbcb,0.4472,0.4,0.6667,True,8,10.0.2.59→52.30.172.174,10.0.2.59,52.30.172.174,True
dbbbdb,0.5657,0.5,0.6667,True,8,10.0.2.61→52.57.189.101,10.0.2.61,52.57.189.101,True
bbbbdb,0.559,0.28,0.6667,True,8,10.0.1.208→52.140.174.236,10.0.1.208,52.140.174.236,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.1.210→52.94.168.172,10.0.1.210,52.94.168.172,True
bbcdba,0.7071,0.9062,0.5,True,8,192.168.1.104→52.208.131.213,192.168.1.104,52.208.131.213,True
cbaccc,0.5092,0.6429,0.5,True,8,10.0.3.39→52.163.245.96,10.0.3.39,52.163.245.96,True
bbbbdb,0.559,0.28,0.6667,True,8,192.168.1.203→52.216.227.179,192.168.1.203,52.216.227.179,True
dbbbab,0.7693,0.0345,0.5,False,8,10.0.1.218→52.162.2.26,10.0.1.218,52.162.2.26,False
babcdb,0.7071,0.875,0.5,True,8,10.0.3.40→52.177.52.176,10.0.3.40,52.177.52.176,True
acdbbb,0.7071,0.8125,0.5,True,8,10.0.1.249→52.240.188.130,10.0.1.249,52.240.188.130,True
acacbd,0.8292,0.9091,0.6667,True,8,10.0.3.19→52.67.61.32,10.0.3.19,52.67.61.32,True
aabbbd,1.0,0.2,0.5,False,8,192.168.1.105→52.195.208.14,192.168.1.105,52.195.208.14,False
dbbcca,0.6383,0.5455,0.5,True,8,192.168.1.205→52.165.62.22,192.168.1.205,52.165.62.22,True
cbaabd,0.9147,0.9024,0.5,True,8,192.168.1.205→52.21.223.241,192.168.1.205,52.21.223.241,True
dbcbbb,0.5092,0.4286,0.5,True,8,10.0.1.175→52.67.176.79,10.0.1.175,52.67.176.79,True
dbccba,0.6383,0.1364,0.5,False,8,10.0.3.196→52.62.161.110,10.0.3.196,52.62.161.110,False
bbbbbd,0.559,0.2,0.6667,True,8,10.0.1.183→52.204.28.79,10.0.1.183,52.204.28.79,True
cdbbad,0.6633,0.9091,0.5,True,8,192.168.1.209→52.92.2.15,192.168.1.209,52.92.2.15,True
bdbacb,0.7071,0.625,0.5,True,8,10.0.1.174→52.93.78.128,10.0.1.174,52.93.78.128,True
dccbaa,0.8292,0.6364,0.5,True,8,10.0.3.44→52.188.223.168,10.0.3.44,52.188.223.168,True
adbabc,0.9147,0.6341,0.5,True,8,10.0.1.25→52.43.87.64,10.0.1.25,52.43.87.64,True
daabcd,0.8389,0.7895,0.5,True,8,192.168.1.21→52.214.107.150,192.168.1.21,52.214.107.150,True
dabcdb,0.6633,0.5227,0.5,True,8,192.168.1.210→52.121.235.85,192.168.1.210,52.121.235.85,True
bbbbbd,0.559,0.2,0.6667,True,8,192.168.1.105→52.81.56.180,192.168.1.105,52.81.56.180,True
bbbbbd,0.559,0.2,0.6667,True,8,10.0.1.91→52.1.72.72,10.0.1.91,52.1.72.72,True
bddaba,0.9354,0.5,0.5,True,8,192.168.1.213→52.57.181.115,192.168.1.213,52.57.181.115,True
caabcd,0.8292,0.9091,0.5,True,8,10.0.3.155→52.117.73.22,10.0.3.155,52.117.73.22,True
bdbbdb,0.5657,1.0,1.0,True,8,10.0.3.153→52.172.189.147,10.0.3.153,52.172.189.147,True
bbbbad,0.7693,0.4621,0.6667,True,8,10.0.3.152→52.81.92.222,10.0.3.152,52.81.92.222,True
cdcaac,0.7454,0.7333,0.5,True,8,10.0.2.111→52.75.67.202,10.0.2.111,52.75.67.202,True
bbbdcc,0.4472,0.8,0.5,True,8,10.0.3.152→52.148.111.138,10.0.3.152,52.148.111.138,True
bcabdb,0.7071,0.625,0.5,True,8,192.168.1.215→52.163.173.65,192.168.1.215,52.163.173.65,True
adcbca,0.8292,0.4,0.5,True,8,10.0.1.173→52.219.227.101,10.0.1.173,52.219.227.101,True
dbbabd,0.7454,0.7333,0.5,True,8,10.0.1.52→52.229.178.142,10.0.1.52,52.229.178.142,True
bdbbbb,0.559,0.28,0.5,True,8,10.0.2.160→52.159.83.2,10.0.2.160,52.159.83.2,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.3.47→52.163.173.65,10.0.3.47,52.163.173.65,True
abcbad,0.9147,0.561,0.5,True,8,10.0.1.90→52.220.176.136,10.0.1.90,52.220.176.136,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.2.198→52.146.84.103,10.0.2.198,52.146.84.103,True
cdabbc,0.6383,0.6364,0.5,True,8,10.0.3.151→52.46.218.32,10.0.3.151,52.46.218.32,True
accbad,0.8292,0.5227,0.5,True,8,10.0.2.245→52.219.227.101,10.0.2.245,52.219.227.101,True
bbcdcb,0.4472,0.85,0.5,True,8,192.168.1.108→52.96.212.92,192.168.1.108,52.96.212.92,True
bbddbb,0.5657,1.0,0.6667,True,8,10.0.2.160→52.172.189.147,10.0.2.160,52.172.189.147,True
dbbbbb,0.559,0.2,0.5,True,8,192.168.1.221→52.45.97.168,192.168.1.221,52.45.97.168,True
bacdbb,0.7071,0.9062,0.5,True,8,10.0.3.151→52.215.173.59,10.0.3.151,52.215.173.59,True
dccbca,0.5657,0.5,0.5,True,8,192.168.1.221→52.74.84.106,192.168.1.221,52.74.84.106,True
cdabbb,0.7071,0.25,0.5,False,8,10.0.1.252→52.244.114.127,10.0.1.252,52.244.114.127,False
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.3.149→52.96.85.229,10.0.3.149,52.96.85.229,True
cdabac,0.8292,0.9091,0.5,True,8,10.0.1.69→52.82.73.198,10.0.1.69,52.82.73.198,True
bdbacb,0.7071,0.625,0.5,True,8,10.0.2.184→52.188.223.168,10.0.2.184,52.188.223.168,True
baccad,0.8292,0.7273,0.5,True,8,10.0.2.232→52.96.212.92,10.0.2.232,52.96.212.92,True
bdcabc,0.6383,0.9545,0.5,True,8,10.0.3.208→52.221.252.23,10.0.3.208,52.221.252.23,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.1.200→52.167.244.25,10.0.1.200,52.167.244.25,True
acbdda,0.8389,0.2368,0.5,False,8,10.0.1.172→52.96.85.229,10.0.1.172,52.96.85.229,False
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.1.171→52.252.240.238,10.0.1.171,52.252.240.238,True
dccaab,0.8292,0.9091,0.5,True,8,10.0.1.59→52.108.42.151,10.0.1.59,52.108.42.151,True
bdbbbb,0.559,0.28,0.5,True,8,192.168.1.11→52.88.13.186,192.168.1.11,52.88.13.186,True
cdbbbb,0.5092,0.4286,0.5,True,8,192.168.1.223→52.253.119.40,192.168.1.223,52.253.119.40,True
bbbbdc,0.5092,0.4286,0.6667,True,8,192.168.1.224→52.83.248.181,192.168.1.224,52.83.248.181,True
addbba,0.9354,0.5,0.5,True,8,192.168.1.225→52.153.75.156,192.168.1.225,52.153.75.156,True
cbbdcb,0.4472,1.0,0.6667,True,8,10.0.3.23→52.176.163.85,10.0.3.23,52.176.163.85,True
dbcbca,0.6383,0.6364,0.5,True,8,192.168.1.23→52.207.69.39,192.168.1.23,52.207.69.39,True
bbddbb,0.5657,1.0,0.6667,True,8,10.0.1.89→52.67.176.79,10.0.1.89,52.67.176.79,True
bbddbc,0.4896,0.8448,0.5,True,8,192.168.1.23→52.8.0.126,192.168.1.23,52.8.0.126,True
dbacca,0.8292,0.8636,0.5,True,8,10.0.3.207→52.96.85.229,10.0.3.207,52.96.85.229,True
bdbbac,0.7071,0.875,0.5,True,8,10.0.3.49→52.160.200.17,10.0.3.49,52.160.200.17,True
abbcbd,0.7071,0.5,0.5,True,8,10.0.1.17→52.50.76.131,10.0.1.17,52.50.76.131,True
abdcad,0.8389,0.6316,0.5,True,8,10.0.3.145→52.156.105.203,10.0.3.145,52.156.105.203,True
dbbbbb,0.559,0.2,0.5,True,8,10.0.2.58→52.172.189.147,10.0.2.58,52.172.189.147,True
bcdbbb,0.5092,0.6429,0.5,True,8,192.168.1.230→52.64.251.121,192.168.1.230,52.64.251.121,True
dbccaa,0.8292,0.1818,0.5,False,8,192.168.1.231→52.177.52.176,192.168.1.231,52.177.52.176,False
acdcbb,0.6383,0.8182,0.5,True,8,10.0.2.162→52.166.83.171,10.0.2.162,52.166.83.171,True
bbbbdb,0.559,0.28,0.6667,True,8,10.0.1.125→52.107.81.230,10.0.1.125,52.107.81.230,True
cbbbdb,0.5092,0.4286,0.5,True,8,10.0.1.17→52.210.80.58,10.0.1.17,52.210.80.58,True
abbcdb,0.7071,0.5,0.5,True,8,192.168.1.233→52.57.86.157,192.168.1.233,52.57.86.157,True
cdbbbb,0.5092,0.4286,0.5,True,8,192.168.1.234→52.92.5.8,192.168.1.234,52.92.5.8,True
bdbbbb,0.559,0.28,0.5,True,8,10.0.1.124→52.253.119.40,10.0.1.124,52.253.119.40,True
bbbddb,0.5657,0.625,0.5,True,8,10.0.3.142→52.59.192.87,10.0.3.142,52.59.192.87,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.2.3→52.227.82.31,10.0.2.3,52.227.82.31,True
baabdd,0.9354,0.9286,0.5,True,8,10.0.2.220→52.125.177.168,10.0.2.220,52.125.177.168,True
bbbbdc,0.5092,0.4286,0.6667,True,8,192.168.1.248→52.129.71.22,192.168.1.248,52.129.71.22,True
ddbbba,0.7454,0.44,0.5,True,8,10.0.2.235→52.233.49.105,10.0.2.235,52.233.49.105,True
bbddbb,0.5657,1.0,0.6667,True,8,192.168.1.248→52.233.3.152,192.168.1.248,52.233.3.152,True
bbbbdc,0.5092,0.4286,0.6667,True,8,10.0.2.99→52.240.94.101,10.0.2.99,52.240.94.101,True
cbbdcb,0.4472,1.0,0.6667,True,8,192.168.1.248→52.235.58.175,192.168.1.248,52.235.58.175,True
cbccbc,0.2828,1.0,1.0,True,8,10.0.3.50→52.186.186.152,10.0.3.50,52.186.186.152,True
bcdbbb,0.5092,0.6429,0.5,True,8,10.0.3.139→52.92.2.15,10.0.3.139,52.92.2.15,True
abbbdc,0.7071,0.275,0.5,False,8,10.0.3.188→52.196.32.13,10.0.3.188,52.196.32.13,False
abcbdc,0.6383,0.0909,0.5,False,8,192.168.1.25→52.7.235.177,192.168.1.25,52.7.235.177,False
dbbbba,0.7693,0.0345,0.5,False,8,192.168.1.25→52.71.2.187,192.168.1.25,52.71.2.187,False
cbdcaa,0.8292,0.4545,0.5,True,8,10.0.2.163→52.156.105.203,10.0.2.163,52.156.105.203,True
cdabca,0.8292,0.7273,0.5,True,8,192.168.1.250→52.62.161.110,192.168.1.250,52.62.161.110,True
abccbd,0.6383,0.1364,0.5,False,8,10.0.2.250→52.94.10.111,10.0.2.250,52.94.10.111,False
dbbbbb,0.559,0.2,0.5,True,8,10.0.2.145→52.38.211.174,10.0.2.145,52.38.211.174,True
daccac,0.7454,0.8667,0.5,True,8,192.168.1.252→52.219.23.155,192.168.1.252,52.219.23.155,True
cbbacd,0.6383,0.6364,0.5,True,8,10.0.1.122→52.224.115.122,10.0.1.122,52.224.115.122,True
dbcabb,0.7071,0.875,0.5,True,8,192.168.1.252→52.92.5.8,192.168.1.252,52.92.5.8,True
acccbc,0.5092,0.4286,0.5,True,8,10.0.2.14→52.222.87.127,10.0.2.14,52.222.87.127,True
bcbbbd,0.5092,0.4286,0.5,True,8,10.0.3.235→52.163.173.65,10.0.3.235,52.163.173.65,True
abbbdc,0.7071,0.275,0.5,False,8,10.0.1.3→52.200.13.94,10.0.1.3,52.200.13.94,False
bddbca,0.6633,0.3636,0.5,True,8,10.0.1.120→52.62.117.113,10.0.1.120,52.62.117.113,True
bacbcd,0.6383,0.0909,0.5,False,8,10.0.1.3→52.57.181.115,10.0.1.3,52.57.181.115,False
dbcbca,0.6383,0.6364,0.5,True,8,10.0.2.236→52.235.117.1,10.0.2.236,52.235.117.1,True
abcccb,0.559,0.8,0.5,True,8,10.0.3.138→52.71.3.212,10.0.3.138,52.71.3.212,True
bbbdcb,0.5092,0.6429,0.5,True,8,10.0.3.52→52.57.181.115,10.0.3.52,52.57.181.115,True
bbbbdb,0.559,0.28,0.6667,True,8,10.0.2.9→52.164.235.44,10.0.2.9,52.164.235.44,True
bdccaa,0.8292,0.9091,0.5,True,8,10.0.1.30→52.210.193.207,10.0.1.30,52.210.193.207,True
dcabac,0.8292,0.6364,0.5,True,8,10.0.1.20→52.128.244.174,10.0.1.20,52.128.244.174,True
bcddab,0.6633,0.7273,0.5,True,8,192.168.1.119→52.80.175.120,192.168.1.119,52.80.175.120,True
dbbbbb,0.559,0.2,0.5,True,8,10.0.2.194→52.30.172.174,10.0.2.194,52.30.172.174,True
